building,capacity,faculty,room
"B96","30","","R1001"
"B96","40","","R1002"
"B96","230","","R1003"
"B96","240","","R1004"
"B96","200","","R1005"
"B96","110","","R1006"
"B96","30","","R1007"
"B96","480","","R1008"
"B96","460","","R1009"
"B96","270","","R1010"
"B96","310","","R1011"
"B96","260","","R1012"
"B96","400","","R1013"
"B96","290","","R1014"
"B96","230","","R1015"
"B96","380","","R1016"
"B96","260","","R1017"
"B96","390","","R1018"
"B96","260","","R1019"
"B96","30","","R1020"
"B96","460","","R1021"
"B96","280","","R1022"
"B96","420","","R1023"
"B96","460","","R1024"
"B96","70","","R1025"
"B96","340","","R1026"
"B96","260","","R1027"
"B96","290","","R1028"
"B96","440","","R1029"
"B96","210","","R1030"
"B96","210","","R1031"
"B96","310","","R1032"
"B96","260","","R1033"
"B96","130","","R1034"
"B96","140","","R2035"
"B96","210","","R2036"
"B96","110","","R2037"
"B99","490","","R1000"
"B99","430","","R2001"
"B99","460","","R2002"
"B99","40","","R2003"
"B99","240","","R2004"
"B99","300","","R2005"
"B99","400","","R2006"
"B99","40","","R2007"
"B99","290","","R2008"
"B99","270","","R2009"
"B99","290","","R2010"
"B99","120","","R2011"
"B99","130","","R2012"
"B99","240","","R2013"
"B99","240","","R2014"
"B99","60","","R2015"
"B99","290","","R2016"
"B99","30","","R2017"
"B99","470","","R2018"
"B99","30","","R2019"
"B99","100","","R2020"
"B99","190","","R2021"
"B99","100","","R2022"
"B99","410","","R2023"
"B99","390","","R2024"
"B99","430","","R2025"
"B99","210","","R2026"
"B99","330","","R2027"
"B99","240","","R2028"
"B99","80","","R2029"
"B99","330","","R2030"
"B99","280","","R2031"
"B99","280","","R2032"
"B99","370","","R2033"
"B99","240","","R2034"
"B99","100","","R2035"
"B99","400","","R2036"
"B99","120","","R2037"
"B99","180","","R2038"
"B99","360","","R2039"
"B99","90","","R2040"
"B99","360","","R2041"
"B99","120","","R2042"
"B99","200","","R2043"
"B99","190","","R2044"
"B99","330","","R2045"
"B99","440","","R2046"
"B99","170","","R2047"
"B99","490","","R2048"
"B99","470","","R2049"
"B99","400","","R2050"
"B99","190","","R2051"
"B99","80","","R2052"
"B99","260","","R2053"
"B99","180","","R2054"
"B99","250","","R2055"
"B99","310","","R3056"
"B99","150","","R3057"
"B99","20","","R3058"
"B99","300","","R3059"
"B99","370","","R3060"
"B99","460","","R3061"
"B99","350","","R3062"
"B99","350","","R3063"
"B99","490","","R3064"
"B99","70","","R3065"
"B99","400","","R3066"
"B99","260","","R3067"
"B99","80","","R3068"
"B99","240","","R3069"
"B99","250","","R3070"
"B99","300","","R3071"
"B99","40","","R3072"
"B99","380","","R3073"
"B99","470","","R3074"
"B99","110","","R3075"
"B99","310","","R3076"
"B99","130","","R3077"
"B99","50","","R3078"
"B99","420","","R3079"
"B99","340","","R3080"
"B99","290","","R3081"
"B99","120","","R3082"
"B99","430","","R3083"
"B99","80","","R4084"
"B99","240","","R4085"
"B99","380","","R4086"
"B99","210","","R4087"
"B99","230","","R4088"
"B99","90","","R4089"
"B40","40","","R1000"
"B40","100","","R1001"
"B40","420","","R1002"
"B40","300","","R2003"
"B40","400","","R2004"
"B40","140","","R3005"
"B40","430","","R4006"
"B40","440","","R4007"
"B40","200","","R5008"
"B40","70","","R5009"
"B40","410","","R5010"
"B40","200","","R6011"
"B40","60","","R6012"
"B40","440","","R6013"
"B40","430","","R6014"
"B40","320","","R6015"
"B40","350","","R6016"
"B40","340","","R6017"
"B40","290","","R6018"
"B40","390","","R7019"
"B40","320","","R7020"
"B40","250","","R8021"
"B40","170","","R8022"
"B40","360","","R8023"
"B40","110","","R9024"
"B40","250","","R9025"
"B40","30","","R9026"
"B40","10","","R10027"
"B40","230","","R10028"
"B40","40","","R10029"
"B40","220","","R10030"
"B40","240","","R10031"
"B40","370","","R11032"
"B40","380","","R11033"
"B40","10","","R11034"
"B40","370","","R11035"
"B40","320","","R11036"
"B40","440","","R11037"
"B40","450","","R11038"
"B40","110","","R11039"
"B40","40","","R11040"
"B40","200","","R11041"
"B40","170","","R11042"
"B40","310","","R11043"
"B40","370","","R11044"
"B40","220","","R11045"
"B40","110","","R11046"
"B40","420","","R11047"
"B40","310","","R11048"
"B40","300","","R11049"
"B40","330","","R11050"
"B40","190","","R11051"
"B40","280","","R11052"
"B40","490","","R11053"
"B40","110","","R12054"
"B40","490","","R12055"
"B40","370","","R12056"
"B40","60","","R12057"
"B40","90","","R12058"
"B40","420","","R12059"
"B40","380","","R12060"
"B40","110","","R12061"
"B40","440","","R12062"
"B40","180","","R12063"
"B40","430","","R12064"
"B40","70","","R12065"
"B40","400","","R12066"
"B40","460","","R12067"
"B40","60","","R12068"
"B40","120","","R12069"
"B40","360","","R12070"
"B40","220","","R12071"
"B40","430","","R12072"
"B40","450","","R12073"
"B40","260","","R12074"
"B40","50","","R12075"
"B40","370","","R12076"
"B65","260","","R1000"
"B65","470","","R1001"
"B65","240","","R1002"
"B65","160","","R1003"
"B65","260","","R1004"
"B65","370","","R1005"
"B65","410","","R1006"
"B65","300","","R1007"
"B65","400","","R1008"
"B65","150","","R1009"
"B65","20","","R1010"
"B65","330","","R1011"
"B65","210","","R1012"
"B65","420","","R1013"
"B65","440","","R1014"
"B65","430","","R2015"
"B65","470","","R3016"
"B65","10","","R3017"
"B65","30","","R3018"
"B65","50","","R3019"
"B65","330","","R3020"
"B65","440","","R3021"
"B65","200","","R3022"
"B65","160","","R3023"
"B65","150","","R4024"
"B65","310","","R4025"
"B65","180","","R4026"
"B65","220","","R4027"
"B65","230","","R4028"
"B65","330","","R4029"
"B65","150","","R4030"
"B65","330","","R4031"
"B65","380","","R4032"
"B65","130","","R4033"
"B65","450","","R4034"
"B65","380","","R4035"
"B65","70","","R5036"
"B65","90","","R5037"
"B65","460","","R5038"
"B65","280","","R5039"
"B65","350","","R5040"
"B65","120","","R5041"
"B65","70","","R5042"
"B65","30","","R6043"
"B65","170","","R6044"
"B65","200","","R7045"
"B65","100","","R7046"
"B65","160","","R7047"
"B65","130","","R8048"
"B65","190","","R8049"
"B65","70","","R8050"
"B65","60","","R8051"
"B65","300","","R8052"
"B65","340","","R8053"
"B65","440","","R8054"
"B65","30","","R8055"
"B65","380","","R8056"
"B65","440","","R8057"
"B65","140","","R8058"
"B65","80","","R8059"
"B65","140","","R8060"
"B65","450","","R8061"
"B65","140","","R8062"
"B65","180","","R8063"
"B65","130","","R8064"
"B65","220","","R8065"
"B65","180","","R8066"
"B62","330","","R1000"
"B62","420","","R1001"
"B62","80","","R2002"
"B62","210","","R2003"
"B62","310","","R2004"
"B62","310","","R2005"
"B62","30","","R2006"
"B62","290","","R2007"
"B62","350","","R2008"
"B62","120","","R2009"
"B62","70","","R2010"
"B62","450","","R2011"
"B62","80","","R2012"
"B62","90","","R2013"
"B62","290","","R2014"
"B62","50","","R2015"
"B62","440","","R2016"
"B62","440","","R2017"
"B14","470","","R1000"
"B14","490","","R1001"
"B14","480","","R1002"
"B14","440","","R2003"
"B14","380","","R2004"
"B14","480","","R2005"
"B14","40","","R2006"
"B14","210","","R2007"
"B14","160","","R2008"
"B14","50","","R2009"
"B14","340","","R2010"
"B14","410","","R2011"
"B14","200","","R2012"
"B14","480","","R3013"
"B14","440","","R3014"
"B14","480","","R3015"
"B14","60","","R3016"
"B14","400","","R3017"
"B14","100","","R3018"
"B14","480","","R3019"
"B14","240","","R3020"
"B14","260","","R3021"
"B14","280","","R3022"
"B14","360","","R3023"
"B14","100","","R3024"
"B14","460","","R4025"
"B14","50","","R5026"
"B14","440","","R5027"
"B14","280","","R5028"
"B14","210","","R5029"
"B14","220","","R5030"
"B14","270","","R6031"
"B14","310","","R6032"
"B14","490","","R6033"
"B14","470","","R6034"
"B14","180","","R6035"
"B14","270","","R6036"
"B14","220","","R6037"
"B14","470","","R6038"
"B14","200","","R6039"
"B14","230","","R6040"
"B14","360","","R6041"
"B14","100","","R6042"
"B14","60","","R6043"
"B14","260","","R6044"
"B14","330","","R6045"
"B14","170","","R6046"
"B14","350","","R6047"
"B14","380","","R6048"
"B14","80","","R6049"
"B14","480","","R6050"
"B14","350","","R6051"
"B14","280","","R6052"
"B14","350","","R6053"
"B14","260","","R7054"
"B14","400","","R7055"
"B14","370","","R7056"
"B14","120","","R7057"
"B14","250","","R7058"
"B14","270","","R7059"
"B14","50","","R8060"
"B14","280","","R8061"
"B14","100","","R8062"
"B14","360","","R8063"
"B14","340","","R8064"
"B14","300","","R9065"
"B14","270","","R9066"
"B14","70","","R9067"
"B14","300","","R9068"
"B14","370","","R9069"
"B14","250","","R9070"
"B14","70","","R9071"
"B14","200","","R9072"
"B14","430","","R9073"
"B14","250","","R9074"
"B14","270","","R10075"
"B14","150","","R10076"
"B85","390","","R1000"
"B85","90","","R1001"
"B85","200","","R1002"
"B85","250","","R1003"
"B85","490","","R1004"
"B85","20","","R1005"
"B85","380","","R1006"
"B85","210","","R1007"
"B85","330","","R1008"
"B85","320","","R1009"
"B85","100","","R1010"
"B85","360","","R1011"
"B85","210","","R1012"
"B85","70","","R1013"
"B85","200","","R1014"
"B85","30","","R1015"
"B85","450","","R1016"
"B85","100","","R1017"
"B85","130","","R1018"
"B85","390","","R1019"
"B85","160","","R1020"
"B85","320","","R1021"
"B85","40","","R1022"
"B85","200","","R1023"
"B85","180","","R1024"
"B85","190","","R1025"
"B85","40","","R1026"
"B85","130","","R1027"
"B85","490","","R1028"
"B85","120","","R1029"
"B85","440","","R2030"
"B85","250","","R2031"
"B85","450","","R2032"
"B85","280","","R2033"
"B85","230","","R3034"
"B85","400","","R3035"
"B85","470","","R3036"
"B85","210","","R3037"
"B85","480","","R3038"
"B85","20","","R3039"
"B85","420","","R3040"
"B85","360","","R3041"
"B84","150","","R1000"
"B84","30","","R1001"
"B84","50","","R1002"
"B84","390","","R1003"
"B84","30","","R1004"
"B84","480","","R1005"
"B84","30","","R1006"
"B84","420","","R1007"
"B84","160","","R1008"
"B84","220","","R1009"
"B84","100","","R1010"
"B84","360","","R1011"
"B84","190","","R1012"
"B84","90","","R2013"
"B84","390","","R2014"
"B84","450","","R2015"
"B84","100","","R2016"
"B84","460","","R2017"
"B84","300","","R2018"
"B84","250","","R2019"
"B84","230","","R2020"
"B84","100","","R2021"
"B84","290","","R3022"
"B84","10","","R3023"
"B84","240","","R3024"
"B84","130","","R3025"
"B84","450","","R3026"
"B84","480","","R3027"
"B84","80","","R3028"
"B84","280","","R4029"
"B84","70","","R4030"
"B84","230","","R4031"
"B84","260","","R5032"
"B84","340","","R5033"
"B84","360","","R5034"
"B84","490","","R5035"
"B84","400","","R5036"
"B84","200","","R5037"
"B84","240","","R5038"
"B84","130","","R5039"
"B84","130","","R5040"
"B84","390","","R5041"
"B84","210","","R5042"
"B84","380","","R5043"
"B84","320","","R5044"
"B84","180","","R5045"
"B84","350","","R6046"
"B84","90","","R6047"
"B84","240","","R6048"
"B84","20","","R6049"
"B84","320","","R6050"
"B84","360","","R6051"
"B84","60","","R7052"
"B84","340","","R7053"
"B84","300","","R7054"
"B84","420","","R7055"
"B84","130","","R7056"
"B84","180","","R7057"
"B84","370","","R7058"
"B84","200","","R7059"
"B84","370","","R7060"
"B84","300","","R7061"
"B84","40","","R8062"
"B84","30","","R8063"
"B84","50","","R8064"
"B84","100","","R8065"
"B84","300","","R8066"
"B84","390","","R8067"
"B84","380","","R8068"
"B84","320","","R8069"
"B84","370","","R8070"
"B84","260","","R8071"
"B84","20","","R8072"
"B84","10","","R8073"
"B67","340","","R1000"
"B67","110","","R1001"
"B67","90","","R1002"
"B67","420","","R1003"
"B67","90","","R1004"
"B67","110","","R1005"
"B67","390","","R2006"
"B67","50","","R3007"
"B67","470","","R3008"
"B67","40","","R3009"
"B67","270","","R3010"
"B67","140","","R3011"
"B67","50","","R4012"
"B67","160","","R4013"
"B67","340","","R4014"
"B67","100","","R4015"
"B67","260","","R4016"
"B67","70","","R4017"
"B67","20","","R4018"
"B67","40","","R4019"
"B67","240","","R4020"
"B67","80","","R4021"
"B67","370","","R5022"
"B67","320","","R5023"
"B67","270","","R5024"
"B67","330","","R5025"
"B67","170","","R6026"
"B67","150","","R6027"
"B67","220","","R6028"
"B67","460","","R6029"
"B67","30","","R6030"
"B67","280","","R6031"
"B67","430","","R6032"
"B67","320","","R6033"
"B67","140","","R6034"
"B67","430","","R6035"
"B67","30","","R6036"
"B67","140","","R6037"
"B67","160","","R7038"
"B67","240","","R7039"
"B67","380","","R7040"
"B67","210","","R7041"
"B67","390","","R7042"
"B67","70","","R7043"
"B67","30","","R7044"
"B67","160","","R7045"
"B67","390","","R7046"
"B67","330","","R7047"
"B67","130","","R7048"
"B67","370","","R7049"
"B67","370","","R7050"
"B67","20","","R7051"
"B67","160","","R7052"
"B67","60","","R7053"
"B67","200","","R7054"
"B67","90","","R7055"
"B67","260","","R7056"
"B67","420","","R7057"
"B67","440","","R7058"
"B67","130","","R7059"
"B67","240","","R7060"
"B67","50","","R7061"
"B67","350","","R7062"
"B67","450","","R7063"
"B67","380","","R7064"
"B67","200","","R7065"
"B67","140","","R7066"
"B67","310","","R7067"
"B67","110","","R7068"
"B67","180","","R8069"
"B67","120","","R8070"
"B67","440","","R8071"
"B67","360","","R8072"
"B67","460","","R8073"
"B67","400","","R8074"
"B67","290","","R8075"
"B67","370","","R8076"
"B67","40","","R8077"
"B67","370","","R8078"
"B67","150","","R8079"
"B67","230","","R8080"
"B67","100","","R9081"
"B67","230","","R9082"
"B67","270","","R9083"
"B67","140","","R9084"
"B44","320","","R1000"
"B44","110","","R1001"
"B44","120","","R1002"
"B44","260","","R1003"
"B44","300","","R2004"
"B44","300","","R2005"
"B44","400","","R2006"
"B44","410","","R2007"
"B44","300","","R2008"
"B44","80","","R2009"
"B44","130","","R2010"
"B44","30","","R2011"
"B44","400","","R2012"
"B44","200","","R2013"
"B44","450","","R2014"
"B44","360","","R2015"
"B44","160","","R3016"
"B44","120","","R3017"
"B44","490","","R3018"
"B44","190","","R3019"
"B44","40","","R3020"
"B44","330","","R3021"
"B44","190","","R4022"
"B44","80","","R4023"
"B44","320","","R4024"
"B44","430","","R4025"
"B44","330","","R4026"
"B44","270","","R4027"
"B44","300","","R4028"
"B44","370","","R4029"
"B44","100","","R4030"
"B44","380","","R4031"
"B44","100","","R4032"
"B44","60","","R4033"
"B44","20","","R5034"
"B44","180","","R5035"
"B44","390","","R5036"
"B44","70","","R5037"
"B44","90","","R5038"
"B44","270","","R5039"
"B44","340","","R5040"
"B44","380","","R5041"
"B44","350","","R5042"
"B44","410","","R5043"
"B44","190","","R5044"
"B44","360","","R5045"
"B44","190","","R5046"
"B44","240","","R5047"
"B44","410","","R5048"
"B44","90","","R5049"
"B44","70","","R5050"
"B44","350","","R5051"
"B44","140","","R5052"
"B44","140","","R5053"
"B44","390","","R6054"
"B44","90","","R6055"
"B44","180","","R6056"
"B44","180","","R6057"
"B44","230","","R6058"
"B44","390","","R6059"
"B44","240","","R6060"
"B44","480","","R6061"
"B44","180","","R6062"
"B44","290","","R6063"
"B44","80","","R6064"
"B44","120","","R6065"
"B44","220","","R6066"
"B44","260","","R6067"
"B44","40","","R7068"
"B44","160","","R7069"
"B44","450","","R7070"
"B44","240","","R7071"
"B44","350","","R7072"
"B44","220","","R7073"
"B44","220","","R8074"
"B44","40","","R8075"
"B44","400","","R8076"
"B58","190","","R1000"
"B58","410","","R1001"
"B58","400","","R1002"
"B58","40","","R1003"
"B58","390","","R1004"
"B58","190","","R1005"
"B58","100","","R1006"
"B58","270","","R1007"
"B58","220","","R1008"
"B58","460","","R1009"
"B58","310","","R1010"
"B58","470","","R1011"
"B58","310","","R1012"
"B58","420","","R2013"
"B58","320","","R2014"
"B58","390","","R2015"
"B58","230","","R2016"
"B58","300","","R2017"
"B58","450","","R2018"
"B58","400","","R2019"
"B87","70","","R1000"
"B87","240","","R1001"
"B87","170","","R1002"
"B87","190","","R1003"
"B87","470","","R1004"
"B87","220","","R1005"
"B87","270","","R1006"
"B87","140","","R1007"
"B87","190","","R1008"
"B87","370","","R1009"
"B87","40","","R1010"
"B87","290","","R1011"
"B87","330","","R1012"
"B87","380","","R1013"
"B87","370","","R1014"
"B87","40","","R1015"
"B87","390","","R1016"
"B87","490","","R1017"
"B87","350","","R1018"
"B87","200","","R2019"
"B87","300","","R2020"
"B87","360","","R2021"
"B87","470","","R2022"
"B87","200","","R3023"
"B87","170","","R3024"
"B87","40","","R3025"
"B87","490","","R4026"
"B87","360","","R4027"
"B87","260","","R4028"
"B87","230","","R4029"
"B87","390","","R4030"
"B87","450","","R4031"
"B87","450","","R4032"
"B87","480","","R4033"
"B87","410","","R5034"
"B87","320","","R5035"
"B87","290","","R5036"
"B87","30","","R5037"
"B87","320","","R5038"
"B87","360","","R5039"
"B87","80","","R5040"
"B87","120","","R5041"
"B87","110","","R5042"
"B87","270","","R5043"
"B87","180","","R5044"
"B87","50","","R6045"
"B87","260","","R6046"
"B87","80","","R7047"
"B87","300","","R7048"
"B87","390","","R7049"
"B87","450","","R7050"
"B87","110","","R7051"
"B87","90","","R7052"
"B87","70","","R7053"
"B87","380","","R7054"
"B87","200","","R7055"
"B87","170","","R7056"
"B87","360","","R7057"
"B87","230","","R7058"
"B87","50","","R7059"
"B87","270","","R7060"
"B87","380","","R7061"
"B87","150","","R7062"
"B87","480","","R7063"
"B87","200","","R7064"
"B87","260","","R7065"
"B87","400","","R7066"
"B87","260","","R7067"
"B87","210","","R7068"
"B87","480","","R7069"
"B87","430","","R7070"
"B87","180","","R7071"
"B87","260","","R7072"
"B87","350","","R7073"
"B87","380","","R7074"
"B87","390","","R7075"
"B87","90","","R7076"
"B25","210","","R1000"
"B25","230","","R1001"
"B25","420","","R1002"
"B25","350","","R1003"
"B25","460","","R1004"
"B25","310","","R1005"
"B25","10","","R1006"
"B25","470","","R1007"
"B25","270","","R1008"
"B25","190","","R1009"
"B25","460","","R1010"
"B25","220","","R1011"
"B25","370","","R1012"
"B25","140","","R1013"
"B25","30","","R2014"
"B25","80","","R3015"
"B25","240","","R3016"
"B25","20","","R3017"
"B25","110","","R3018"
"B25","400","","R3019"
"B25","80","","R4020"
"B25","440","","R5021"
"B25","430","","R5022"
"B25","270","","R5023"
"B25","430","","R5024"
"B25","180","","R5025"
"B25","330","","R5026"
"B25","440","","R5027"
"B25","90","","R5028"
"B25","260","","R5029"
"B25","440","","R6030"
"B25","320","","R6031"
"B25","100","","R6032"
"B25","360","","R6033"
"B25","270","","R6034"
"B25","30","","R6035"
"B25","180","","R6036"
"B25","170","","R6037"
"B25","140","","R6038"
"B25","210","","R6039"
"B25","350","","R6040"
"B25","400","","R6041"
"B25","180","","R6042"
"B25","60","","R6043"
"B25","230","","R6044"
"B25","360","","R6045"
"B25","250","","R6046"
"B25","170","","R6047"
"B25","400","","R6048"
"B25","20","","R6049"
"B25","20","","R6050"
"B25","330","","R6051"
"B25","110","","R6052"
"B25","380","","R6053"
"B25","150","","R6054"
"B25","290","","R6055"
"B22","150","","R1000"
"B22","450","","R1001"
"B22","190","","R1002"
"B22","30","","R1003"
"B22","230","","R1004"
"B22","180","","R1005"
"B22","70","","R1006"
"B22","340","","R1007"
"B22","380","","R1008"
"B22","160","","R1009"
"B22","350","","R1010"
"B22","100","","R1011"
"B22","460","","R1012"
"B22","280","","R1013"
"B22","130","","R1014"
"B11","140","","R1000"
"B11","390","","R1001"
"B11","360","","R1002"
"B11","260","","R1003"
"B11","170","","R1004"
"B11","30","","R1005"
"B11","490","","R1006"
"B11","480","","R1007"
"B11","290","","R1008"
"B11","150","","R1009"
"B11","40","","R1010"
"B11","100","","R1011"
"B11","300","","R1012"
"B11","280","","R1013"
"B11","240","","R1014"
"B11","250","","R1015"
"B11","230","","R1016"
"B11","90","","R1017"
"B11","440","","R1018"
"B11","450","","R1019"
"B11","240","","R1020"
"B11","170","","R1021"
"B11","110","","R1022"
"B11","400","","R1023"
"B11","340","","R2024"
"B11","240","","R3025"
"B11","250","","R3026"
"B11","190","","R4027"
"B11","370","","R4028"
"B11","100","","R4029"
"B11","160","","R5030"
"B11","220","","R5031"
"B11","280","","R5032"
"B11","130","","R5033"
"B11","410","","R5034"
"B11","70","","R5035"
"B11","130","","R6036"
"B11","200","","R6037"
"B11","350","","R6038"
"B11","10","","R6039"
"B11","400","","R6040"
"B11","370","","R6041"
"B11","90","","R6042"
"B11","140","","R6043"
"B11","90","","R6044"
"B11","80","","R6045"
"B11","330","","R6046"
"B11","180","","R6047"
"B11","180","","R6048"
"B11","220","","R6049"
"B11","400","","R6050"
"B11","180","","R6051"
"B11","460","","R6052"
"B11","430","","R6053"
"B11","200","","R6054"
"B11","150","","R6055"
"B11","450","","R6056"
"B11","270","","R6057"
"B11","270","","R6058"
"B11","30","","R6059"
"B11","460","","R6060"
"B11","140","","R6061"
"B11","360","","R6062"
"B11","470","","R7063"
"B11","230","","R7064"
"B11","10","","R7065"
"B11","130","","R7066"
"B11","130","","R7067"
"B11","30","","R7068"
"B11","220","","R7069"
"B64","290","","R1000"
"B64","60","","R1001"
"B64","110","","R1002"
"B64","320","","R1003"
"B64","60","","R2004"
"B64","40","","R2005"
"B64","470","","R2006"
"B64","340","","R2007"
"B64","260","","R2008"
"B64","260","","R2009"
"B1","330","","R1000"
"B1","270","","R1001"
"B1","250","","R1002"
"B1","470","","R1003"
"B1","480","","R1004"
"B1","270","","R1005"
"B1","280","","R1006"
"B1","110","","R2007"
"B1","470","","R2008"
"B1","130","","R2009"
"B1","190","","R2010"
"B1","350","","R2011"
"B1","10","","R2012"
"B1","210","","R3013"
"B1","20","","R4014"
"B1","200","","R4015"
"B1","280","","R4016"
"B1","260","","R5017"
"B1","130","","R6018"
"B1","490","","R6019"
"B1","70","","R6020"
"B1","240","","R6021"
"B1","220","","R6022"
"B1","50","","R6023"
"B1","90","","R7024"
"B1","460","","R7025"
"B1","480","","R7026"
"B1","450","","R7027"
"B1","360","","R7028"
"B1","320","","R7029"
"B1","240","","R7030"
"B1","250","","R7031"
"B1","30","","R7032"
"B1","390","","R7033"
"B1","180","","R8034"
"B1","170","","R8035"
"B1","360","","R9036"
"B1","160","","R9037"
"B1","300","","R9038"
"B1","190","","R9039"
"B1","370","","R9040"
"B1","110","","R9041"
"B1","80","","R9042"
"B1","350","","R10043"
"B1","40","","R10044"
"B1","250","","R10045"
"B1","170","","R10046"
"B1","120","","R10047"
"B1","290","","R10048"
"B1","160","","R10049"
"B1","370","","R10050"
"B1","80","","R10051"
"B1","90","","R10052"
"B1","440","","R10053"
"B1","170","","R10054"
"B1","120","","R10055"
"B1","60","","R11056"
"B1","230","","R11057"
"B1","450","","R11058"
"B1","70","","R12059"
"B1","490","","R12060"
"B1","190","","R12061"
"B1","110","","R12062"
"B1","10","","R12063"
"B1","390","","R13064"
"B1","310","","R13065"
"B1","90","","R13066"
"B1","230","","R13067"
"B1","100","","R13068"
"B1","310","","R13069"
"B1","430","","R13070"
"B46","40","","R1000"
"B46","170","","R1001"
"B46","230","","R1002"
"B46","370","","R1003"
"B46","250","","R1004"
"B46","110","","R1005"
"B46","210","","R1006"
"B46","330","","R1007"
"B46","380","","R1008"
"B46","320","","R2009"
"B46","240","","R2010"
"B46","450","","R2011"
"B46","330","","R2012"
"B46","180","","R2013"
"B46","30","","R2014"
"B46","40","","R2015"
"B46","330","","R2016"
"B46","140","","R2017"
"B46","50","","R2018"
"B46","460","","R3019"
"B46","280","","R3020"
"B46","200","","R3021"
"B46","330","","R3022"
"B46","100","","R3023"
"B46","210","","R4024"
"B46","90","","R4025"
"B46","150","","R4026"
"B46","300","","R4027"
"B46","200","","R4028"
"B46","430","","R4029"
"B46","110","","R4030"
"B46","340","","R4031"
"B46","410","","R4032"
"B46","90","","R4033"
"B46","170","","R4034"
"B46","180","","R5035"
"B46","170","","R5036"
"B46","130","","R5037"
"B17","260","","R1000"
"B17","150","","R1001"
"B17","90","","R1002"
"B17","230","","R1003"
"B17","430","","R2004"
"B17","370","","R2005"
"B17","290","","R2006"
"B17","360","","R2007"
"B17","200","","R2008"
"B17","360","","R2009"
"B17","280","","R2010"
"B17","380","","R2011"
"B17","250","","R2012"
"B17","240","","R2013"
"B17","130","","R2014"
"B17","230","","R2015"
"B17","100","","R2016"
"B17","20","","R2017"
"B17","10","","R2018"
"B17","480","","R2019"
"B17","60","","R2020"
"B17","110","","R3021"
"B17","370","","R3022"
"B17","460","","R4023"
"B17","220","","R4024"
"B17","40","","R4025"
"B17","390","","R4026"
"B17","390","","R4027"
"B17","130","","R4028"
"B17","440","","R4029"
"B17","70","","R4030"
"B17","350","","R4031"
"B17","300","","R4032"
"B17","150","","R4033"
"B17","370","","R4034"
"B17","20","","R4035"
"B17","430","","R4036"
"B17","320","","R4037"
"B17","460","","R5038"
"B17","140","","R5039"
"B17","450","","R6040"
"B17","240","","R6041"
"B17","410","","R7042"
"B17","420","","R7043"
"B17","100","","R7044"
"B17","420","","R7045"
"B17","390","","R7046"
"B17","170","","R7047"
"B17","350","","R8048"
"B17","50","","R8049"
"B17","470","","R8050"
"B17","270","","R8051"
"B17","460","","R8052"
"B17","400","","R8053"
"B17","130","","R8054"
"B17","110","","R8055"
"B17","20","","R9056"
"B17","80","","R10057"
"B17","320","","R10058"
"B17","440","","R10059"
"B17","360","","R10060"
"B17","250","","R10061"
"B17","230","","R10062"
"B17","480","","R10063"
"B17","90","","R10064"
"B17","150","","R11065"
"B17","190","","R11066"
"B17","290","","R12067"
"B17","40","","R12068"
"B17","70","","R12069"
"B17","490","","R12070"
"B17","430","","R12071"
"B17","430","","R12072"
"B17","350","","R12073"
"B17","420","","R12074"
"B17","150","","R12075"
"B17","350","","R12076"
"B17","60","","R12077"
"B17","10","","R12078"
"B17","340","","R12079"
"B17","440","","R13080"
"B17","230","","R13081"
"B17","470","","R13082"
"B54","90","","R1000"
"B54","60","","R1001"
"B54","230","","R1002"
"B54","490","","R1003"
"B54","270","","R1004"
"B54","170","","R1005"
"B54","160","","R1006"
"B54","220","","R1007"
"B54","470","","R1008"
"B54","370","","R1009"
"B54","280","","R1010"
"B54","430","","R1011"
"B54","330","","R1012"
"B54","50","","R1013"
"B54","140","","R1014"
"B54","410","","R1015"
"B54","210","","R1016"
"B54","60","","R1017"
"B54","180","","R1018"
"B54","450","","R1019"
"B54","400","","R2020"
"B54","400","","R2021"
"B54","140","","R2022"
"B7","320","","R1000"
"B7","200","","R1001"
"B7","460","","R1002"
"B7","260","","R1003"
"B7","30","","R1004"
"B7","420","","R1005"
"B7","360","","R1006"
"B7","410","","R1007"
"B7","300","","R1008"
"B7","120","","R2009"
"B7","310","","R2010"
"B7","440","","R2011"
"B7","410","","R3012"
"B7","410","","R3013"
"B7","260","","R3014"
"B7","430","","R3015"
"B7","420","","R3016"
"B7","350","","R3017"
"B7","50","","R3018"
"B7","290","","R3019"
"B7","230","","R3020"
"B7","310","","R3021"
"B7","80","","R3022"
"B7","140","","R3023"
"B7","40","","R3024"
"B7","430","","R3025"
"B7","200","","R4026"
"B7","20","","R4027"
"B7","70","","R4028"
"B7","460","","R4029"
"B7","330","","R4030"
"B7","170","","R4031"
"B7","470","","R4032"
"B7","210","","R4033"
"B7","250","","R4034"
"B7","440","","R4035"
"B7","490","","R4036"
"B7","460","","R5037"
"B7","190","","R5038"
"B7","430","","R5039"
"B7","470","","R5040"
"B7","10","","R5041"
"B7","80","","R5042"
"B7","110","","R5043"
"B7","90","","R6044"
"B7","250","","R7045"
"B7","120","","R7046"
"B7","250","","R7047"
"B7","20","","R7048"
"B7","230","","R8049"
"B7","120","","R8050"
"B7","70","","R8051"
"B7","200","","R8052"
"B7","300","","R9053"
"B7","160","","R10054"
"B7","170","","R10055"
"B7","400","","R10056"
"B7","160","","R10057"
